moma_artist_id,artist_name,nationality,gender,born,dead
9698,"Whitefriars Glassworks, England",,,,
9700,"Kenco Products Corp., New Kensington, PA",,,,
9702,"Heuer-Leonidas S.A., Bienne, Switzerland",,,,
9703,U.S. Armor Corporation,American,,,
9705,"Woodnotes Oy, Helsinki",,,,
9711,"Bell Sports, Inc., California",,,,
9712,"N.V. Schlegel S.A., Gistel, Belgium",Belgian,,,
9716,"Craftsman Workshops, Eastwood, New York",,,,
9719,"Mindset Corporation, Sunnyvale, CA",,,,
9721,"A. Michelsen Silversmith, Denmark",,,,
9723,"I.P. Lunds, Denmark",,,,
9724,"Lalance & Grosjean Mfg. Co., Woodhaven, NY",American,,,
9725,"Sears Roebuck Co., USA",,,,
9726,"Robert Barber, Inc., New York, NY",,,,
9735,"Dunbar Furniture Manufacturing Corp., Berne, IN",,,,
9739,"Langbein, Giftwares Div., Brooklyn, NY",,,,
9740,"Maison B. Bottet Père, Lyon",,,,
9747,"Bell Helicopter Inc., Buffalo, NY",,,,
9751,"Race Furniture Ltd., Sheerness, England",,,,
9752,"INAX Corporation, Tokoname, Japan",,,,
9753,"Widdicomb Furniture Co., New York, NY",,,,
9754,"Wärtsilä-Koncernen AB, Notsjö Glasbruk, Finland",,,,
9757,"Joseph Franken Decorative Accessories, New York, NY",,,,
9759,"Dansk Aluminum Industri N/S, Copenhagen, Denmark",,,,
9760,"N.V. Koninklijke Nederlandse Glasfabriek, Leerdam, The Netherlands",,,,
9762,Lemurian Crafts,,,,
9765,"André Giraud & Brousseau, Limoges, France",French,,,
9766,"Stede, Inc., Chicago",,,,
9768,Raymond Loewy,American,male,1893,1986.0
9770,"The Hallicrafters Co., Chicago, IL",,,,
9772,"Fabry Associates, Inc., New York, NY",,,,
9774,"A. Bianchi srl/Bilumen, Milan",,,,
9779,"Kromex Sales Co., Cleveland, OH",,,,
9780,"Porzellanfabrik, Arzberg, Germany",,,,
9782,"ETAC, Sweden",,,,
9784,"Alsterfors, Sweden",Swedish,,,
9789,"Herman Miller, Inc., Zeeland, MI",,,,
9791,"Bieffeplast S.p.A., Padua, Italy",,,,
9796,"Haussmann & Haussmann, Zurich",,,,
9798,"The Gillette Company, Boston, MA",,,,
9800,"Carrollton Metal Products Company, Carrollton, OH",,,,
9821,"Bruno Ninaber Van Eyben Design & Production, Boxtel, Holland",,,,
9822,"Almo, New York",American,,,
9833,"RFSU Rehab, Stockholm, Sweden",Swedish,,,
9835,"Sylvania Electric Products, Inc., New York, NY",American,,,
9837,"Bridges Musical Instruments, Canada",,,,
9842,"Thonet Frères, Paris, France",,,,
9846,"Swedese Mobler AB, Sweden",,,,
9861,"Jacob & Josef Kohn, Vienna",,,,
9865,"SIGG, Switzerland",,,,
9872,"Stelton A/S, Copenhagen, Denmark",,,,
9875,"Bang & Olufsen of America, Mount Prospect, IL",,,,
9880,"Cravell, Inc., Long Island, NY",American,,,
9882,"G. Soderstrom, Helsinki",,,,
9885,"Kurt Versen Co., Englewood, NJ",,,,
9886,"Gerber Legendary Blades, Portland, OR",,,,
9887,"A.L. Hirsch & Co., New York, NY",American,,,
9889,"Viking Glass Co., New Martinsville, WV",,,,
9897,Maurice Rheims,,male,,
9901,"William Hutton & Sons, Sheffield, England",,,,
9903,"Konrad König, Munich",,male,,
9905,"Frantz Hingelberg, Aarhus, Denmark",,male,,
9911,"Dresdner Werkstätten für Handwerkskunst, Dresden",,,,
9917,"Louisville Tackle Co., Louisville, KY",American,,,
9919,"The Silex Company Boston, MA (now Silex & Equipment Div., Bloomfield Industries, New York, NY)",,,,
9923,"Markle Featherlite Products Corp., Rochester (later in Oak Park), MI",,,,
9931,"The Van Dorn Iron Works Co., Cleveland, OH",,,,
9932,"Deutsche Werkstaetten GmbH, Hellerau, Germany",,,,
9933,"Deutsche Werkstätten für Handwerkskunst, Germany",,,,
9941,"Nybro, Sweden",Swedish,,,
9948,"Iroquois China Co., Syracuse, NY",,,,
9951,"The Yale & Towne Mfg. Co., Stamford, CT",American,,,
9952,"Schwintzer & Gräff, Berlin",,,,
9954,Telex Electro Acoustic Division,,,,
9958,"Aluminum Company of America, Pittsburgh, Pennsylvania",American,,,
9961,"Riverside China, Riverside, CA",,,,
9962,"Körtig & Matthiesen, Leipzig, Germany",,,,
9968,"Bauhaus Weaving Workshops, Weimar",,,,
9970,"Karhula-Iittala, Iittala, Finland",,,,
9971,"Warehouse Point Co., Warehouse Point, CT",American,,,
9972,"Hemco Plastics Div. of Bryant Electrical Co., Bridgeport, CT",American,,,
9973,Eliot Noyes and Associates,American,,,
9979,"Asko, Lahti, Finland",,,,
9983,"Unifor S.p.A., Turate, Italy",,,,
9984,"The Hartford Products Corp., Chicago, IL",,,,
9985,"Ansa Bottle Company, Inc., Muskogee, OK",,,,
9988,"Porzellanfabrik, Schoenwald, Germany",,,,
9989,"E. Kold Christensen, Copenhagen, Denmark",,,,
9995,"Alessi Fratelli S.p.A., Crusinallo, Italy",Italian,,,
9998,"Hospitalsartikler A/S, Solberg, Denmark",,,,
10001,"Tecno S.p.A., Milan",,,,
10004,"Carl Hansen and Son, Odense, Denmark",,,,
10009,"New City Editions, Venice, CA",,,,
10010,"Hudson Fixtures, USA",,,,
10012,"Hall's Wheels, Cambridge, MA",,,,
10013,"Hall China Co., East Liverpool, OH",,,,
10014,"Mutual Sunset Lamp Mfg. Co., New York, NY",,,,
10022,Stanley-Bostitch,American,,,
10026,"Rudolf Held, Schelklingen, Germany",,male,,
10029,"Küschall of America, Camarillo, CA",,,,
10030,"Antiference Ltd., Aylesbury, England",,,,
10031,"Prophylactic Brush Co., Prolon Div., Florence, MA",,,,
10032,"Olivetti Underwood Corporation, New York, NY",,,,
10033,"Design M Ingo Maurer GmbH, Munich",,,,
10034,Sargent & Co.,American,,,
10039,"Raymar Industries, Inc., New York, NY",,,,
10042,"Tyke Corporation, Chicago, IL",,,,
10050,"G. B. Plast, Bologna, Italy",,,,
10061,"Rossi & Arcandi, Vicenza, Italy",,,,
10066,"Allan Adler Handwrought Silver, Hollywood, CA",American,,,
10067,"V'Soske Shops, Grand Rapids",American,,,
10068,"Sinclair Radionics Ltd., Huntingdon, England",,,,
10069,"J.W. Hukin & J.T. Heath, London",,,,
10078,"Elkington & Co., England",,,,
10079,Alfred E. Knobler & Co.,,,,
10080,"Fopais Franchini, Milan",,,,
10081,"Godley-Schwan, PA",,male,,
10082,"Anchor Tool Co., USA",American,,,
10085,Fortuny,,,,
10086,"Ishimaru Co., Japan",,,,
10090,"Escofet y Ca, Barcelona",,,,
10092,"Eugene Dietzgen Company, New York, NY",American,,,
10093,Victor Tool Co.,American,,,
10098,"Castleton China Co., New Castle, PA",,,,
10106,"Wecolite Co., New York, NY",American,,,
10108,"Franz Schneider Brakel GmbH & Co., Germany",,,,
10109,"S.A. des Cabléries et Tréfileries Cossonay, Switzerland",,,,
10111,"Northampton Cutlery Company, Northampton, MA",,,,
10113,"S.K.F. Industries, Inc., Hartford, CT",American,,,
10115,"Emilio Lagostina, S.p.A., Italy",,,,
10118,"Federal Tool Co., Inc., Springfield, MA",American,,,
10119,"Rheemax, Inc., USA",,,,
10122,"Niels Vodder, Allerod, Denmark",,male,,
10126,"Designum, The Netherlands",,,,
10129,"Neils Vodder, Cabinetmaker, Copenhagen",,,,
10130,"Manhattan Wire Goods Co., Inc., USA",,,,
10131,"Ciciban Shoe & Children's Ware Factory, Yugoslavia",,,,
10132,"Harry Allen and Associates, USA",American,,,
10133,"Goodell Co., Antrim, NH",American,,,
10138,"Akari Associates, Long Island City, New York",American,,,
10143,"Artek Oy, Helsinki",,,,
10144,"Thyco Electrical Products, Inc., Los Angeles",,,,
10152,"Western Electric, New York, NY",,,,
10153,"Radius GmbH, Germany",,,,
10157,"BioMechanical Composites, CA",American,,,
10160,"Gedy S.p.A., Milan",,,,
10161,"N.S. Gustin Co., New York",,,,
10162,"Middletown Mfg. Co., Middletown, NY",,,,
10164,"Josiah Wedgwood & Sons Ltd., Stoke-on-Trent, England",,,,
10165,Bell Laboratories,,,,
10166,"Cesar Color, Inc., USA",,,,
10168,"Künstlerwerkstätten Verein, Vienna",,,,
10169,Karl Krehan,,male,,
10170,"Keramik Manufaktur Kupfermuehle, Germany",,,,
10171,"Jenaer Glaswerk Schott & Gen., Mainz, Germany",,,,
10176,"The Lancaster Lens Co., Lancaster, OH",,,,
10179,"BMI, Germany",German,,,
10191,Arturo Schwarz,Italian,male,1927,
10196,"Bob Evans Designs, Inc., USA",,,,
10198,"Vittorio Necchi, Pavia, Italy",,male,,
10201,"Grasoli-Werk Gebr. Grah, Solingen, Germany",German,,,
10206,"Designs for Vision, Inc., USA",,,,
10208,"N.V. Keramische Industrie Fris, Edam, The Netherlands",,,1947,1969.0
10210,"Lecson Audio Limited, Cambridge, England",British,,,
10211,"Style, Milan",,,,
10215,"Figla Co., Ltd., Japan",,,,
10219,"Amcor, Ltd., Tel Aviv",,,,
10222,"Club Aluminum Products Co., Chicago, IL",,,,
10224,"Peill & Putzler, Düren, Germany",,,,
10226,"Eric Goetz Custom Sailboats, USA",,,,
10234,"P. Rigatti, Empoli, Italy",Italian,,,
10235,"Richard Süssmuth Glashütte, Immenhausen, Germany",,,,
10237,"Martin Archery, USA",,,,
10238,Unidentified Italian Manufacturer,Italian,,,
10239,M. Katsuyoshi,,,,
10241,"Platinum Pen Company, Ltd., Tokyo",,,,
10242,"IBM Corporation, New York, NY",,,,
10243,"AB Strömbergshyttan, Hovmantorp, Sweden",Swedish,,,
10246,"Gallowhur Chemical Corp., Windsor, VT",,,,
10249,"Karhula-Iittala Glassworks, Iittala, Finland",,,,
10250,"Panasonic Company, Secaucus, NJ",,,,
10251,"Gilardi & Barzaghi, Italy",,,,
10253,Waltham Screw Co.,American,,,
10256,"Tobe Pascher Workshop, The Jewish Museum, New York, NY",,,,
10257,"Kodak A/G, Stuttgart",,,,
10258,"Mitsubishi Electric Corp., Tokyo",,,,
10260,FM Design,,,,
10261,"Yale Security Products, Ltd., England",,,,
10262,"Pacesetter AB, Sweden",,,,
10263,"Polar Ware Company, Sheboygan, WI",American,,,
10266,"Ideal Toy Corporation, New York",,,,
10267,"MSA, Pittsburgh, PA",,,,
10269,"Sarvis, Finland",,,,
10270,"Innovations in Composites, Inc., CA",,,,
10273,"Poiret, Paris",,,,
10274,"Sasaki, Japan",,,,
10275,"Grand Bleu, Inc., Japan",,,,
10276,"Salviati & C., Venice, Italy",,,,
10277,"Beamo Corporation, Cambridge, MA",,,,
10278,"Casio Computer Co., Ltd., Tokyo",,,,
10279,"Fuso Gum Industry Co., Ltd., Japan",,,,
10281,"Ermenegildo Collini S.p.A., Milan, Italy",,,,
10286,"Mares Sport, Rapallo, Italy",,,,
10287,"AB Rörstrands Porslinsfabriker, Lidköping, Sweden",Swedish,,,
10289,"Tiffany Furnaces, Corona, NY",,,,
10291,"Peter Danko and Associates Inc., Clinton, MD",,,,
10292,Knoll In-house Design Team,,,,
10293,"Olivetti, Milan",,,,
10294,"Metal Office Furniture Co. (presently Steelcase, Inc.), New York, NY",,,,
10299,"James Dixon & Sons, England",,,,
10301,"H.H. de Boer and Son, Bergum, The Netherlands",,,,
10303,"St. Regis Paper Co., Panelyte Div., New York, NY",American,,,
10304,"J.A. Henckels Zwillingswerk AG, Solingen, West Germany (now Germany)",,,,
10305,"Rubycliff Ltd., England",,,,
10308,"Askon Tehtaat OY, Lahti, Finland",,,,
10311,"Aizawa, Japan",Japanese,,,
10314,"Alias S.r.l., Italy",Italian,,,
10316,"The Steubenville Pottery Company, Steubenville, OH",,,,
10322,"Okamura Corporation, Japan",,,,
10325,George H. Hake Corp.,,,,
10326,"Diamond Plastic Box, Inc., Roanoke, VA",,,,
10328,Alvin Lustig,American,male,1915,1955.0
10329,"Workshop of Gunta Stölzl, Zürich",,,,
10331,"H.P. Designs, The Netherlands",,,,
10336,"Skools, Inc., USA",,,,
10338,"E. Bakalowitz & Söhne, Vienna",,,,
10343,"Seiko Epson Corporation, Japan",,,,
10345,"The General Fireproofing Co., Youngstown, OH",,,,
10347,"WRS Sportsmed, Texas",,,,
10348,"Syn S.r.l., Italy",,,,
10350,"O'Neill, Inc.",American,,,
10351,"Wagner Mfg. Co., Sidney, OH",,,,
10352,"Orrefors, Sweden",,,,
10353,"Oy Airam Ab, Helsinki",,,,
10357,"Gross Wood & Co., San Francisco, CA",,,,
10358,"Azucena S.r.L., Milan",,,,
10360,"Charles Horner Ltd., Halifax",,,,
10361,"Cheney Greef & Co., New York, NY",American,,,
10363,"Design Frame Inc., New York, NY",,,,
10364,"Stockmann-Orno, Finland",,,,
10365,"Bear Archery Company, Grayling, MI",,,,
10370,"Edison Price, New York, NY",,,,
10371,"Bell-Toptex, Inc., Bell, CA",,,,
10372,"Paulson Manufacturing Corp., Fallbrook, CA",,,,
10378,"OY Tampella AB, Finland",,,,
10379,"Grohmann Knives, Ltd., Pictou, Canada",,,,
10381,"Blyde & Co. Ltd., England",,,,
10383,"Hämmerli, Ltd., Lenzburg, Switzerland",Swiss,,,
10385,"Head Ski Co., Timonium, MD",,,,
10386,"Hobie Surfboards, Dana Point, CA",,,,
10390,"Huonekalutehdas Korhonen Oy, Littoinen, Finland",,,,
10398,"Shop of Samuel Gragg, Furniture Warehouse, Boston, MA",,,,
10399,"Swid Powell, New York",,,,
10401,"Kundalini srl. - Corpi di Illuminazione, Milan",,,,
10404,"Strategi/Holmback ApS, Copenhagen",,,,
10415,"Morris & Co., London",,,1862,1940.0
10416,"Campana Objetos, São Paulo, Brazil",,,,
10418,"FRZ-Metallwarenfabrik, Zuzenhausen, Germany",,,,
10419,"Edra Mazzei, Pisa, Italy",,female,,
10420,"LEGO Group, Billund, Denmark",,,,
10421,"Gittler Guitar Inc., New York, NY",,,,
10422,"Riedel Crystal, Kufstein, Austria",,,,
10423,"Segno srl, Milan",,,,
10428,"Bamberg Metallwerkstätten, Berlin",,,,
10434,"Inoue Pleats Co., Ltd., Fukui, Japan",Japanese,,,
10435,"Porcelli Assoc., Inc., USA",,,,
10438,"Ingo Maurer GmbH, Germany",,,,
10440,"Van Keppel-Green, USA",,,,
10449,"Guild of Handicraft Ltd., London",,,,
10450,"Design Research, New York",,,,
10453,"Kebe Møbler ApS, Copenhagen",,,,
10457,"Artek, Finland",,,,
10459,"Atelier Vitreon, North Haven, CT",,,,
10462,"La Société F.S.D., France",,,,
10465,"Studio Luce, Italy",,,,
10468,H. C. Craythorne,,,,
10473,"Giovannetti, Italy",,,,
10474,"Robeson Cutlery Co., Inc., Perry, NY",,,,
10477,"Interex Inc., New York, NY",,,,
10478,"Old Hall Works Tableware, Bloxwich, U.K.",,,,
10480,"Leif Wessman Associates, Inc., New York, NY",,,,
10481,"San Castings Corp., Brewster, NY",,,,
10482,"Longato Arredamenti S.p.A., Padua, Italy",,,,
10483,"Continental Can Co., USA",American,,,
10485,"Studio DA, Japan",,,,
10487,"Smith Metal Arts, Buffalo, NY",,,,
10489,"Metalcraft Studio, Konrad König, Munich",,,,
10490,"Loewe S.A., Madrid",,,,
10492,"Vacheron & Constantin-Le Coultre Watches, Inc., Switzerland",,,,
10495,"Heidi Weber, Zürich",,female,,
10497,"Arflex, S.p.A., Italy",,,,
10501,"Vitra-Fehlbaum GmbH, Weil-am-Rhein, West Germany (now Germany)",,,,
10505,"R. Kirsch, Germany",,,,
10507,"Transcriptors, Ltd., New York",,,,
10513,"Edelzinn E. Hueck, Lüdenscheid, Austria",,,,
10515,"Hammy Oy, Helsinki",,,,
10517,"Hackman & Co., Helsinki",,,,
10519,"Desny, Paris",French,,,
10522,"Anonima Castelli, Bologna, Italy",,,,
10523,"Gebrüder Junghans AG, Schramberg, Germany, est. 1861",,,,
10526,"Airborne, France",French,,,
10531,"Baldioli Eustasio & Figli, Omegna, Italy",Italian,,,
10538,Gerard van de Groenekan,Dutch,male,1904,1971.0
10540,"Tensor Corporation, Brookyln, NY",,,,
10541,"Pirelli S.p.A., Milan",,,,
10543,"Randall Made Knives, Orlando, FL",,,,
10548,"Van Leer Vatenfabrieken N.V., Amstelveen, The Netherlands",Dutch,,,
10551,"F. M. Matsson, Sweden",,,,
10554,"Danese, Milan",,,,
10559,"Dansk Forsolvnings Anstalt, Copenhagen",,,,
10561,"Arterior Textile GMBH, Wuppertal, Germany",,,,
10562,"Robert Murphy's Sons Co., Ayer, MA",,,,
10563,"Lightolier Inc., Jersey City, NJ",,,,
10565,"Kingsley Electronics, Taiwan",,,,
10567,"Progetti, Italy",,,,
10569,"Richard Perry, Son & Company, Wolverhampton, England",,,,
10582,"J. & J. Kohn, Vienna",,,,
10584,"OSRAM GmbH, Munich",,,,
10586,Microsoft Corporation,,,,
10588,Lehrwerkstatte fur Glasinstrumentmacher,,,,
10589,"Grossherzogliche Sächische Fachschule, Germany",,,,
10591,"Sointu Incorporated, New York, NY",,,,
10594,"Diehl Manufacturing Co., Elizabeth, NJ",,,,
10596,"Metz & Co., Amsterdam",,,,
10599,"Eschenbach Optik Nürnberg, Germany",,,,
10602,"Carrera International GmbH, Traun, Austria",,,,
10605,"Grid Systems Corp., Mountain View, CA",,,,
10609,"Barcalo Manufacturing Co., New York, NY",,,,
10610,"Drain-Dri Co., San Francisco, CA",American,,,
10612,"G.A. Van de Groenekan, De Bilt, The Netherlands",,,,
10613,"The Winsted Hardware Manufacturing Co., Winsted, CT",American,,,
10616,"Bayerische Massindustrie, Hersbruck, West Germany (now Germany)",,,,
10618,"Rietveld's Workshop, Utrecht",,,,
10619,"Red Wing Pottery, MN",,,,
10620,"Bernini, Italy",,,,
10622,Unidentified Mexican Manufacturer,Mexican,,,
10628,"NY Form, Italy",,,,
10630,"S.p.A. Carrozzeria Pininfarina, Torino, Italy",,,,
10632,"Gruppo Industriale Busnelli S.p.A., Milan",,,,
10633,"Berliner Metallgewerbe Joseph Müller, Germany",,,,
10636,"Boffi S.p.A., Cesano Maderno, Italy",,,,
10637,"Scientific Optics Ltd., England",,,,
10638,"Vistosi, Italy",,,,
10639,"GAF Corporation, New York, NY",,,,
10642,"Dictaphone AG, Killwangen, Switzerland",,,,
10643,"Sambonet S.p.A., Vercelli, Italy",,,,
10648,"Uncle Sam's Umbrella Shop, New York, NY",American,,,
10650,"Guzzini, Italy",,,,
10651,"Droog Design, the Netherlands",,,,
10652,"Sanka Oy Loviisa, Finland",,,,
10653,"Oak, Product Design and Consultancy, Rotterdam",,,,
10655,"Form GmbH, Germany",German,,,
10656,"Goods, Amsterdam, The Netherlands",,,,
10658,"Ideal Standard S.p.A., Milan",,,,
10661,"Howard Miller Clock Co., Zeeland, MI",,,,
10662,"Royal Crest Venetian Blind Co., Rossford, OH",,,,
10664,"ATH Design International, The Netherlands",,,,
10667,"Industrie Formenti Italia, Milan",,,,
10671,Kristian Schneider,,male,,
10672,"Bell Helmets, Inc., Norwalk, CA",,,,
10685,"Newton Plastics, Newton Upper Falls, MA",,,,
10688,"Fasttrack Enterprises, Ltd., Calgary",,,,
10696,"Belgian International Carpet, Belgium",,,,
10701,"Kelly & Thompson, USA",,,,
10702,"Theodore Müller, Belgium/Germany",,,,
10704,"Rosenthal Einrichtung, Munich",,,,
10705,"Shinseo Kogyo Co., Tokyo",,,,
10706,"Compagnia Italiana Lumi, Rome",,,,
10724,"Metall-Arbeit Wiener Werkstätte, Vienna, Austria",,,,
10726,"OXO International, New York, NY",,,,
10727,Anonymous,,,,
10728,"Argentor, Vienna",,,,
10734,"Avard Inc., New York, NY",,,,
10735,"Stilnovo, Italy",,,,
10741,"Minerva, Milan, Italy",,,,
10742,"Casigliani S.p.A., Pisa",,,,
10745,"ICI Design Institute Inc., Osaka",,,,
10746,"Associated Spring Raymond Barnes Group, Inc., Dallas, TX",American,,,
10747,"Paul Mayen Designs, New York, NY",,,,
10749,"Bauhaus Ceramic Workshops, Weimar, Germany",,,,
10755,"Novelectric A.G., Zürich, Switzerland",,,,
10759,"Northern Plastics, Syracuse, NY",,,,
10761,CSS/Winfield,,,,
10765,"Fratelli Fantini, S.p.A., Pella, Italy",,,,
10766,"Enorme, Italy",,,,
10769,"Fabbriche Elettrotecniche Riunite, S.p.A. (now Zerowatt, S.p.A.), Italy",,,,
10771,"Glasfabrik Johann Loetz Witwe, Klöstermühle, Austria",,,,
10772,Fratelli Chiminello,Italy,,,
10776,"Oluce, Milan, Italy",,,,
10779,René d'Harnoncourt,American,male,1901,1968.0
10780,"Yamakawa Rattan Co., Ltd., Japan",,,,
10782,"Kotobuki Corporation, Japan",,,,
10783,"Heifetz Mfg. Co., New York, NY",,,,
10789,"Simpson Sports, Torrance, CA",,,,
10790,Ldesign SARL,French,,,
10792,"Velca, Milan",,,,
10793,"Elektroakusticni Laboratorij, Ljubljana, Yugoslavia",,,,
10794,"Wings over the World Corporation, New York, NY",,,,
10796,"L'Atelier de Serge Mouille, France",,,,
10797,"Hudson Studios, Madison, NJ",,,,
10800,"Ateliers Jean Prouvé, Nancy, France",,,,
10801,"J.G. Furniture Co., Brooklyn, NY",,,,
10806,"Raichle Boot Co. Ltd., Switzerland",,,,
10809,Rathcon Inc.,,,,
10810,"Simon International, San Lazzaro, Italy",,,,
10813,"Andrew Maclaren Ltd., England",,,,
10815,"Fibre Metal Products Company, Concordville, PA",,,,
10817,"Klem Systems, Vienna",,,,
10829,"Friedrich Herder A.G., Solingen, Germany",,,,
10831,Unidentified Swiss Manufacturer,,,,
10833,"Holt Howard Associates, Stamford, CT",,,,
10834,"Plastic Dispensers Inc., Newark, NJ",,,,
10836,"AKG Akustische und Kino-Geräte, Vienna",Austrian,,,
10840,"Baccarat, France",,,,
10842,"Mastermotive, Inc., Savage, MN",,,,
10857,"J.A. Henckels, Solingen, Germany",,,,
10858,"Ehrhard & Söhne, Germany",,,,
10873,"Victoria-Werke, Baar, Switzerland",,,,
10876,"Tavaro S.A., Geneva",,,,
10878,"Rome Manufacturing Co., Div. of Revere Copper and Brass, Inc., Rome, NY",,,,
10880,"Supreme Cutlery, Japan",,,,
10898,"Hudson Photographic Industries, Inc., New York",,,,
10900,"Fratelli Borletti, S.p.A., Milan",,,,
10901,"Koch Creations, Lynbrook, NY",American,,,
10904,"Mort N. Marton Designs, NY",,,,
10909,"Kaplan/Aronson, New York, NY",,,,
10911,"TECTA Möbel, Lauenförde, Germany",,,,
10912,"O.C. Sedie Internazionale, Inc., Paramount, CA",,,,
10913,"G. Schanzenbach, Germany",,,,
10914,"Ditta Spoggi, Milan",,,,
10915,Lakota Corporation,,,,
10916,"Kanematsu Ind. Co. Ltd., Gifu Ken, Japan",,,,
10920,"DESTA (Deutsche Stahlmöbel), Berlin",,,,
10921,"Carlo Moretti, s.n.c., Venice",,,,
10922,"Minolta Camera Co., Ltd., Osaka",,,,
10923,"Gense, Sweden",,,,
10924,"United States Glass Co., Tiffin, OH",,,,
10927,"Rhythm Tech, Inc., Mamaroneck, NY",,,,
10928,"L. Hjorth's Terracotta-Fabrik, Ronne, Denmark",,,,
10931,"Ralph O. Smith Co., Los Angeles, CA",,,,
10933,"Gits Molding Corp., Chicago, IL",,,,
10935,"Sonic Sports, Inc., Los Angeles, CA",,,,
10939,"Nixalite of America, East Moline, IL",,,,
10943,"Meisterschule für das Kunsthandwerk, Berlin",,,,
10945,"Piquot-Meridian (International) SA, Switzerland",,,,
10946,"Baum-Mercier, Switzerland",Swiss,,,
10948,"Gottlieb Hammes Fahr, Solingen-Foche, Germany",,,,
10949,"Roll Dippers Inc., (formerly the Zeroll Co.) Maumee, OH",,,,
10951,"Cocco, Italy",,,,
10952,"Metropolitan Wire Goods Corp, Brooklyn, NY",,,,
10953,"Foley Mfg. Co., Minneapolis, MN",,,,
10956,Unidentified French Manufacturer,French,,,
10957,"Alcorn & Co., Boston, Massachusetts",American,,,
10961,Westfield Manufacturing Corp.,,,,
10962,"Hammond Research Corp., Gloucester, MA",,,,
10966,"Toronto Plastic Co., Toronto",,,,
10968,"University of Pennsylvania, USA",,,,
10969,"IMEC, USA",,,,
10972,"P. & W. Blattmann Metallwaren-Fabrik, Switzerland",,,,
10980,"Synaptics Incorporated, San Jose, CA",American,,,
10982,"VLSI Technology, Inc., San Jose, CA",American,,,
10998,"Hukin & Heath, Birmingham, England",,,,
10999,"Tri-State Plastic Molding Co., Henderson, KY",American,,,
11003,Victorinox,Swiss,,,
11006,"Theodore Fahrner, Pforzheim, Germany",,,,
11010,Unidentified Netherlandish Manufacturer,,,,
11012,"Plas-tex Corporation, Los Angeles, CA",American,,,
11019,"Pace Products, Chicago, IL",American,,,
11021,Kenner Products Co.,,,,
11027,Bryce Brothers Co. for the Four Seasons,,,,
11033,"Rudolph de Harak Industrial Design, Inc., New York, NY",,,,
11041,"August Sommer Co., Wurttemburg, Germany",,,,
11046,"Dansk Polyether Industri, Denmark",,,,
11047,"Korhonen OY, Finland",,,,
11048,"Eggers, WI",,,,
11049,"Brian Davis & Co., Pty Ltd., Victoria, Australia",,,,
11050,"Southern Highlanders, Inc., North Carolina",,,,
11052,"International Mobile Machines, USA",,,,
11053,"Ernest C. Higgins Co. (Allan Follet), Norwood, MA",,,,
11055,"AB Bahco Verktyg, Enkoping, Sweden",Swedish,,,
11056,"Sturm, Vienna",,,,
11058,"J.A. Henckels, USA",,,,
11060,"Cooper Canada Ltd., Toronto",,,,
11064,"The Richter & Phillips Co., Cincinatti, OH",American,,,
11066,"Sabattini Argenteria S.p.A., Como, Italy",,,,
11068,"Griscer Industries, Fort Wayne, IN",,,,
11070,"Mylec, Inc., Winchedon Springs, MA",,,,
11072,"KBL Corporation, Boston, MA",,,,
11073,"Valsts Electro-Techniska Fabrika, Riga, Latvia",,,,
11077,Swedlow Aeroplastics Corp.,,,,
11079,"M & M Mfg. Co., Chicago, IL",,,,
11085,"Heywood-Wakefield Co., Gardner, MA",,,,
11086,"Haskelite Manufacturing Corporation, Chicago, IL",,,,
11092,"Moss Rose Manufacturing Co., Philadelphia, PA",,,,
11093,"J.H. Thorp & Co., Inc., New York, NY",,,,
11094,"Cyrus Clark Co., Inc., New York, NY",,,,
11095,"Articoli Plastici Elettrici, Italy",,,,
11098,Guilford Art Company,,,,
11100,"Abstracta Structures Inc., New York, NY",American,,,
11108,"Welch Allyn Inc., Skaneateles Falls, NY",,,,
11109,"Robert Smith, Kentfield, CA",,male,,
11111,"Concept Inc., St. Petersburg, FL",American,,,
11112,"The Subsidiary Co.(division of Artmongers and Manufactory Inc.), New York, NY",,,,
11116,"Italora S.p.A., Milan, Italy",,,,
11117,"A.V. Mazzega Vetri d'Arte, Murano, Italy",Italian,,,
11118,"Rochelt Design, Ulm, Germany",,,,
11119,"Columbian Bronze Corp., Freeport, NY",,,,
11124,"John Mascheroni Furniture Co., New York, NY",,,,
11128,"France and Son A/S, Denmark",,,,
11131,"Raumtechnik Staeger & Co. KG, Stuttgart",,,,
11134,"Paper Welder, Inc., Medina, NY",,,,
11135,"Società Italiana Telecomunicazioni Siemens, Milan, Italy",,,,
11136,"Bonniers International, Japan",Japanese,,,
11137,"Plastics, Inc., St. Paul, MN",American,,,
11138,Made in Japan for Fitz & Floyd,,,,
11139,"Frimu Company, Switzerland",Swiss,,,
11140,"G.P.M. Company, Germany",German,,,
11154,"Vitreria Vistosi, Murano, Italy",,,,
11156,"Schott & Gen. Jenaer Glaswerke, Mainz, Germany",,,,
11158,"Ekco Housewares, Franklin Park, IL",,,,
11162,"Rosenthal, Germany",,,,
11164,"Modernariato-Gruppo Industriale Busnelli, Italy",,,,
11166,"Poul Jeppesen, Denmark",,male,,
11168,"Think Outside, Inc., Carlsbad, CA",,,,
11176,"Richard Schultz Design, Palm, PA",,,,
11177,"Emeco, Hanover, Pennsylvania",,,,
11179,"Makers of Simple Furniture, Ltd., London",,,,
